bgc_id,organism,biosynth_class,n_genes,novelty_hashed,novelty_learned,novelty_esm
BGC0001314,Arabidopsis thaliana,terpene,19,0.8447817836812144,0.8998102466793169,0.8656546489563567
BGC0003065,Thermobifida fusca ,RiPP,3,0.27400379506641365,0.8994307400379506,0.8943074003795066
BGC0000673,Aspergillus nidulans FGSC A4,terpene,3,0.0888045540796964,0.8984819734345351,0.8612903225806452
BGC0000925,Pseudomonas fluorescens,other,15,0.3516129032258064,0.8984819734345351,0.7425047438330171
BGC0001616,Aspergillus japonicus,hybrid,3,0.3229601518026566,0.8982922201138519,0.7789373814041746
BGC0001591,uncultured bacterium CSLC2,other,30,0.47495256166982924,0.898102466793169,0.8197343453510437
BGC0002603,Aspergillus versicolor,PKS,7,0.705123339658444,0.8981024667931689,0.3159392789373814
BGC0001799,Papaver somniferum,other,12,0.22277039848197344,0.8979127134724858,0.9992409867172676
BGC0001336,uncultured bacterium,other,7,0.27343453510436433,0.8975332068311195,0.5554079696394687
BGC0000917,Rhodobacter capsulatus,other,4,0.02922201138519924,0.8975332068311195,0.9495256166982922
BGC0001997,Nicotiana tabacum,terpene,14,0.09981024667931689,0.8973434535104364,0.9880455407969639
BGC0000846,Pseudomonas syringae,other,22,0.06888045540796964,0.8971537001897534,0.7573055028462998
BGC0002965,Amycolatopsis cihanbeyliensis DSM 45679,RiPP,3,0.22694497153700188,0.8971537001897534,0.8552182163187856
BGC0001369,uncultured bacterium,PKS,31,0.7409867172675522,0.895066413662239,0.22903225806451613
BGC0002334,Pseudoalteromonas rubra,RiPP,12,0.16546489563567363,0.894686907020873,0.8189753320683112
BGC0002644,Chondria armata,terpene,3,0.17495256166982923,0.8946869070208728,0.9715370018975332
BGC0002604,Aspergillus felis,PKS,6,0.49715370018975336,0.8944971537001898,0.40853889943074007
BGC0002846,Orpheovirus  IHUMI-LCC2,terpene,1,0.19468690702087288,0.8944971537001898,0.9927893738140418
BGC0002652,Streptomyces sp. SHP22-7,other,34,0.6719165085388994,0.8944971537001898,0.5910815939278937
BGC0001983,Kitasatospora aureofaciens,other,32,0.38349146110056925,0.8941176470588235,0.2235294117647059
BGC0002438,Pithomyces chartarum,other,21,0.7337760910815939,0.8929791271347249,0.30702087286527513
BGC0000896,Streptomyces lavendulae subsp. lavendulae,other,22,0.3328273244781784,0.8924098671726755,0.2396584440227704
BGC0000119,Streptomyces pactum,PKS,53,0.7567362428842505,0.8924098671726755,0.31480075901328275
BGC0000906,Heliophilum fasciatum,other,16,0.0603415559772296,0.8920303605313094,0.8817836812144213
BGC0000943,Staphylococcus aureus subsp. aureus NCTC 8325,other,12,0.11840607210626186,0.89146110056926,0.9020872865275142
BGC0000796,Paenibacillus alvei,other,21,0.4986717267552182,0.8903225806451613,0.6235294117647059
BGC0002163,Fusarium pseudograminearum CS3096,other,2,0.13851992409867173,0.8895635673624289,0.891650853889943
BGC0002533,Photobacterium damselae subsp. piscicida DI21,hybrid,16,0.7535104364326375,0.8895635673624288,0.6956356736242884
BGC0000817,uncultured bacterium,other,4,0.17571157495256168,0.8889943074003794,0.9277039848197344
BGC0001927,Streptomyces sp.,other,22,0.6149905123339658,0.8889943074003794,0.40815939278937385
BGC0002337,Streptomyces sp. NRRL S-1022,RiPP,2,0.33187855787476284,0.8888045540796964,0.9081593927893739
BGC0001221,Streptomyces sp. CNQ-509,other,26,0.21138519924098673,0.8886148007590133,0.271157495256167
BGC0002199,Aspergillus nanangensis,other,6,0.44781783681214427,0.8886148007590133,0.3210626185958254
BGC0002088,Micromonospora carbonacea africana,PKS,44,0.9404174573055029,0.8884250474383302,0.17210626185958255
BGC0001747,Tannerella forsythia,other,9,0.252561669829222,0.8874762808349146,0.8
BGC0000820,Streptomyces griseofuscus,other,8,0.5442125237191651,0.8872865275142314,0.5481973434535103
BGC0002722,Solanum tuberosum,terpene,22,0.27912713472485773,0.8870967741935484,0.9074003795066414
BGC0002043,Myxococcus xanthus DK 1622,RiPP,3,0.22144212523719164,0.886527514231499,0.9597722960151802
BGC0000880,Streptomyces chartreusis NRRL 3882,other,14,0.16755218216318785,0.8857685009487666,0.5385199240986718
BGC0001575,Ruminococcus sp. 5_1_39BFAA,NRPS,19,0.5191650853889943,0.8857685009487666,0.9705882352941176
BGC0000847,Streptomyces cattleya,other,30,0.4698292220113852,0.8851992409867173,0.2703984819734345
BGC0002531,Burkholderia ambifaria AMMD,NRPS,12,0.14819734345351043,0.884819734345351,0.7546489563567362
BGC0000920,Bacillus cereus,other,2,0.031878557874762806,0.884819734345351,0.966034155597723
BGC0002751,Amycolatopsis xylanica,RiPP,2,0.1963946869070209,0.8846299810246679,0.9876660341555977
BGC0002643,Aetokthonos hydrillicola Thurmond2011,other,6,0.008349146110056925,0.8838709677419355,0.781214421252372
BGC0002469,Shewanella woodyi ATCC 51908,other,3,0.1607210626185958,0.8836812144212524,0.8745730550284629
BGC0000936,Pseudomonas aeruginosa PAO1,other,7,0.042314990512333964,0.8836812144212524,0.9072106261859583
BGC0000866,Burkholderia sp. DSM 9242,other,4,0.23870967741935484,0.8836812144212524,0.9719165085388994
BGC0001524,Sulfurospirillum barnesii SES-3,hybrid,12,0.5774193548387097,0.8834914611005693,0.9335863377609108
BGC0001260,Tolypocladium album,terpene,7,0.5140417457305503,0.8833017077798861,0.4074003795066414
BGC0001965,Streptomyces albus subsp. chlorinus,other,27,0.38690702087286527,0.8829222011385199,0.17571157495256168
BGC0001547,Aspergillus stellatus,terpene,11,0.4996204933586338,0.8823529411764706,0.49373814041745734
BGC0001521,Herpetosiphon aurantiacus DSM 785,NRPS,21,0.738899430740038,0.8802656546489563,0.7958254269449716
BGC0000767,Lactobacillus johnsonii,other,23,0.43244781783681213,0.879696394686907,0.6058823529411765
BGC0000934,Kitasatospora sp. HKI 714,other,23,0.18652751423149905,0.8789373814041745,0.3163187855787476
BGC0001820,Gliocladium sp.,NRPS,13,0.7910815939278937,0.8789373814041745,0.3548387096774194
BGC0000585,Escherichia coli,RiPP,7,0.02447817836812144,0.8787476280834915,0.7925996204933586
BGC0001928,Streptomyces sp. MA37,other,8,0.18671726755218215,0.8777988614800759,0.5637571157495256
BGC0000903,Streptomyces cattleya,other,12,0.7641366223908919,0.8772296015180265,0.4512333965844402
BGC0000313,Beauveria bassiana,NRPS,10,0.47229601518026565,0.8772296015180265,0.6320683111954459
BGC0001776,Penicillium janthinellum,terpene,22,0.5248576850094877,0.8772296015180265,0.47267552182163186
BGC0001488,Pseudomonas fluorescens WH6,other,14,0.2842504743833017,0.8764705882352941,0.7214421252371916
BGC0000118,Streptomyces pactum,PKS,28,0.7072106261859583,0.8764705882352941,0.3316888045540797
BGC0000841,Streptomyces clavuligerus ATCC 27064,other,6,0.18614800759013284,0.8747628083491461,0.6111954459203036
BGC0002341,Planctomycetales bacterium 10988,other,1,0.02106261859582543,0.8741935483870968,0.9793168880455407
BGC0002376,Streptomyces sp.,PKS,52,0.9180265654648956,0.8738140417457305,0.03889943074003795
BGC0002432,Brevibacillus laterosporus LMG 15441,NRPS,36,0.6812144212523719,0.8738140417457305,0.4654648956356736
BGC0000337,Metarhizium robertsii ARSEF 23,NRPS,21,0.6360531309297912,0.8736242884250475,0.3586337760910816
BGC0000867,Ectothiorhodospira shaposhnikovii,other,7,0.17533206831119544,0.8732447817836813,0.9759013282732447
BGC0002694,Phaeobacter inhibens 2.10,other,12,0.20986717267552182,0.8721062618595825,0.91707779886148
BGC0000711,Streptomyces fradiae,other,21,0.28007590132827326,0.8715370018975332,0.5142314990512333
BGC0000347,Streptococcus equi subsp. equi,NRPS,14,0.9719165085388994,0.8713472485768501,0.9140417457305503
BGC0002423,Burkholderia gladioli,other,4,0.1791271347248577,0.8709677419354839,0.8675521821631879
BGC0002556,Streptomyces sp.,other,40,0.9275142314990512,0.8702087286527515,0.08045540796963947
BGC0001080,Streptomyces anulatus,other,18,0.21195445920303604,0.8700189753320683,0.38899430740037955
BGC0001224,uncultured bacterium,other,6,0.029032258064516127,0.8698292220113852,0.6724857685009488
BGC0000965,Streptomyces globisporus,PKS,66,0.8869070208728653,0.8696394686907021,0.03605313092979127
BGC0000312,Beauveria bassiana,NRPS,15,0.3783681214421253,0.8696394686907021,0.3592030360531309
BGC0000213,Streptomyces aureus,PKS,44,0.8434535104364327,0.8692599620493359,0.09222011385199241
BGC0000466,Streptomyces sp. TP-A2060,NRPS,31,0.30891840607210624,0.8692599620493359,0.149146110056926
BGC0000260,Hahella chejuensis KCTC 2396,PKS,26,0.681404174573055,0.8692599620493359,0.5853889943074004
BGC0002460,Nocardiopsis flavescens,other,25,0.5637571157495256,0.8688804554079697,0.3481973434535104
BGC0000026,Streptomyces viridochromogenes Tue57,other,40,0.8182163187855787,0.8686907020872865,0.2223908918406072
BGC0001198,Herpetosiphon aurantiacus DSM 785,terpene,3,0.3223908918406072,0.8679316888045541,0.9352941176470588
BGC0002246,Hypholoma sublateritium FD-334 SS-4,terpene,20,0.5087286527514232,0.8671726755218216,0.4328273244781784
BGC0000320,Bacillus cereus,NRPS,14,0.6278937381404175,0.8669829222011385,0.927134724857685
BGC0000277,Streptomyces fradiae,PKS,9,0.1588235294117647,0.8667931688804554,0.5878557874762809
BGC0001545,Fusarium graminearum PH-1,NRPS,6,0.2673624288425047,0.8660341555977229,0.4409867172675522
BGC0001020,Streptomyces sp. NRRL 30471,hybrid,38,0.8842504743833017,0.8658444022770398,0.27703984819734345
BGC0002759,Penicillium bialowiezense CBS 227.28,hybrid,15,0.7210626185958254,0.8654648956356736,0.21062618595825428
BGC0001503,Amycolatopsis sp.,PKS,70,0.9193548387096775,0.8654648956356736,0.12751423149905122
BGC0000751,Actinobacillus pleuropneumoniae,other,4,0.05028462998102467,0.8654648956356736,0.8922201138519924
BGC0003004,Streptomyces  sparsogenes   DSM 40356,RiPP,4,0.1064516129032258,0.8648956356736244,0.8785578747628083
BGC0001142,Penicillium aethiopicum,NRPS,22,0.3943074003795066,0.864516129032258,0.3925996204933586
BGC0000598,Candidatus Entotheonella factor,RiPP,12,0.4092979127134725,0.864516129032258,0.7314990512333965
BGC0003082,Streptomyces lavendulae NRRL B-2774,NRPS,1,0.03738140417457306,0.8639468690702088,0.9510436432637571
BGC0000818,Aspergillus versicolor,NRPS,18,0.6074003795066414,0.8639468690702088,0.3612903225806452
BGC0001894,Lactobacillus plantarum,other,33,0.303415559772296,0.8635673624288425,0.6079696394686906
BGC0000597,Streptomyces sp. e14,RiPP,9,0.1616698292220114,0.8633776091081594,0.7667931688804555
BGC0002470,Synechococcus sp. PCC 7002,other,21,0.7946869070208729,0.8631878557874764,0.760910815939279
BGC0001731,Streptomyces paulus,other,53,0.24781783681214423,0.86280834914611,0.040796963946869075
BGC0002864,Ovatospora sp. SCSIO SY280D,PKS,6,0.5878557874762809,0.8624288425047438,0.4512333965844402
BGC0000043,Moorea producens 19L,PKS,4,0.26280834914611007,0.8620493358633776,0.6667931688804554
BGC0001398,Phomopsis leptostromiformis,RiPP,21,0.6273244781783681,0.8605313092979128,0.6850094876660342
BGC0000905,Heliobacillus mobilis,other,17,0.13624288425047437,0.8603415559772296,0.8954459203036054
BGC0002401,Arabidopsis thaliana,terpene,9,0.17438330170777988,0.8590132827324479,0.9753320683111955
BGC0000802,Sinorhizobium meliloti,other,9,0.03567362428842505,0.8588235294117648,0.8747628083491461
BGC0001294,Streptomyces sp. MBT28,other,7,0.11252371916508538,0.8588235294117648,0.8005692599620493
BGC0000280,Pseudomonas fluorescens,PKS,6,0.04876660341555977,0.857495256166983,0.8449715370018975
BGC0001306,Aspergillus flavus NRRL3357,RiPP,4,0.10512333965844403,0.8574952561669829,0.9172675521821632
BGC0001295,Streptomyces cremeus,other,14,0.15028462998102465,0.8573055028462998,0.3001897533206831
BGC0001732,Streptomyces sp. YN86,other,53,0.24838709677419354,0.8569259962049336,0.04174573055028463
BGC0001775,Cordana terrestris,terpene,6,0.34876660341555976,0.8565464895635674,0.4
BGC0000160,Aspergillus terreus NIH2624,PKS,9,0.25673624288425045,0.8565464895635674,0.31461100569259964
BGC0001498,Xenorhabdus szentirmaii DSM 16338,other,9,0.1015180265654649,0.8565464895635674,0.6770398481973434
BGC0001573,Claviceps africana,other,6,0.47324478178368123,0.8565464895635673,0.8531309297912714
BGC0000243,Streptomyces griseus subsp. griseus,PKS,12,0.24307400379506644,0.855977229601518,0.3417457305502847
BGC0000706,Streptomyces kanamyceticus,other,13,0.3633776091081594,0.855977229601518,0.5897533206831119
BGC0002855, Aspergillus striatus ATCC 64988,terpene,4,0.33092979127134725,0.855977229601518,0.8519924098671727
BGC0002733,Burkholderia gladioli,other,13,0.4478178368121442,0.855787476280835,0.772865275142315
BGC0003077,Aspergillus ustus 3.3904,NRPS,6,0.39601518026565463,0.855787476280835,0.564326375711575
BGC0002208,Aspergillus ustus,NRPS,6,0.3650853889943074,0.855787476280835,0.44136622390891844
BGC0002229,Aspergillus aculeatus ATCC 16872,PKS,7,0.31252371916508537,0.8555977229601518,0.7394686907020873
BGC0000112,Streptomyces carzinostaticus subsp. neocarzinostaticus,PKS,46,0.6981024667931688,0.8550284629981024,0.08159392789373814
BGC0000350,uncultured organism,NRPS,25,0.9815939278937382,0.8540796963946868,0.9834914611005693
BGC0002007,Amycolatopsis tolypomycina,terpene,17,0.49240986717267554,0.8533206831119544,0.6692599620493358
BGC0002218,Dentipellis sp. KUC8613,terpene,10,0.6333965844402276,0.852561669829222,0.7388994307400379
BGC0002332,Candidatus Entotheonella sp.,PKS,11,0.14876660341555975,0.8521821631878558,0.8102466793168881
BGC0001706,Hypoxylon pulicicidum,terpene,13,0.8635673624288425,0.8516129032258064,0.4481973434535104
BGC0000340,Streptomyces sp. LZ35,NRPS,17,0.5159392789373813,0.8512333965844402,0.277988614800759
BGC0001736,Photorhabdus laumondii subsp. laumondii TTO1,NRPS,8,0.19165085388994307,0.850853889943074,0.8045540796963947
BGC0000957,Streptomyces sp. XZQH13,hybrid,26,0.5347248576850094,0.8499051233396584,0.2874762808349146
BGC0002996,Penicillium palitans NRRL 2033,NRPS,4,0.5474383301707779,0.8495256166982923,0.6489563567362429
BGC0001365,Claviceps purpurea 20.1,NRPS,11,0.3218216318785579,0.8493358633776091,0.41499051233396583
BGC0002158,Pyricularia oryzae 70-15,hybrid,4,0.2893738140417457,0.8489563567362428,0.8146110056925996
BGC0001627,Mycobacterium tuberculosis H37Rv,NRPS,5,0.45313092979127134,0.8487666034155599,0.9421252371916509
BGC0002278,Penicillium brasilianum,NRPS,12,0.479696394686907,0.8487666034155598,0.36584440227703985
BGC0002641,Bacillus velezensis FZB42,NRPS,7,0.5834914611005693,0.8487666034155598,0.904933586337761
BGC0000583,Streptomyces griseus subsp. griseus NBRC 13350,RiPP,6,0.20170777988614802,0.8481973434535104,0.6197343453510437
BGC0000918,Streptomyces avermitilis,other,4,0.15578747628083492,0.847438330170778,0.7110056925996205
BGC0001859,Pseudomonas syringae,other,14,0.25920303605313094,0.8470588235294118,0.6555977229601517
BGC0000814,Nonomuraea longicatena,other,35,0.7550284629981024,0.8470588235294118,0.1998102466793169
BGC0000286,Streptomyces sp. KO-3988,PKS,15,0.2700189753320683,0.8464895635673624,0.37020872865275145
BGC0001862,Aeribacillus pallidus,RiPP,5,0.31480075901328275,0.8453510436432637,0.576091081593928
BGC0000493,Leuconostoc mesenteroides,RiPP,1,0.0055028462998102465,0.8447817836812144,0.998292220113852
BGC0001209,Streptococcus thermophilus LMD-9,RiPP,4,0.10208728652751423,0.8438330170777989,0.6808349146110058
BGC0001703,Nostoc sp. CCAP 1453/38,other,22,0.7089184060721063,0.8438330170777988,0.3256166982922201
BGC0000099,Talaromyces marneffei,PKS,1,0.3201138519924099,0.8438330170777988,0.7963946869070209
BGC0003151,Penicillium roqueforti FM164,PKS,11,0.49715370018975336,0.8432637571157495,0.125426944971537
BGC0002881,Burkholderia gladioli BCC0238,NRPS,43,0.6808349146110056,0.8425047438330171,0.591650853889943
BGC0002273,Aspergillus terreus NIH2624,NRPS,19,0.5284629981024669,0.8425047438330171,0.47267552182163186
BGC0001964,Cystobacterineae bacterium,PKS,44,0.6170777988614801,0.8423149905123339,0.64573055028463
BGC0000150,Salinispora tropica CNB-440,hybrid,47,0.8662239089184061,0.8423149905123339,0.14667931688804553
BGC0000033,Micromonospora echinospora,PKS,74,0.5039848197343454,0.8421252371916509,0.09203036053130931
BGC0001077,Actinoplanes missouriensis 431,PKS,7,0.359203036053131,0.8419354838709677,0.7550284629981024
BGC0002406,Oryza sativa Japonica Group,other,20,0.15692599620493358,0.8413662239089184,0.967741935483871
BGC0001704,Nodularia sp. HBU26,other,21,0.4967741935483871,0.8411764705882353,0.3574952561669829
BGC0000794,Geobacillus stearothermophilus,other,15,0.13111954459203035,0.8406072106261859,0.7265654648956357
BGC0001771,Streptomyces sclerotialus,NRPS,17,0.5411764705882353,0.8394686907020873,0.3703984819734345
BGC0002867,Penicillium  meliponae  MMSRG-058,PKS,22,0.9406072106261859,0.8388994307400379,0.198292220113852
BGC0002364,Streptomyces sp.,PKS,15,0.7254269449715369,0.8387096774193549,0.41347248576850093
BGC0000850,Streptomyces acidiscabies,other,3,0.02808349146110057,0.8387096774193548,0.9301707779886148
BGC0001115,Pseudoalteromonas sp. SANK 73390,hybrid,37,0.9916508538899431,0.8385199240986717,0.677988614800759
BGC0001595,Fischerella sp. SAG 46.79,other,23,0.18311195445920303,0.8381404174573055,0.03529411764705882
BGC0002826,Clostridium cavendishii DSM 21758,other,5,0.2239089184060721,0.8381404174573055,0.9292220113851992
BGC0001437,Pseudomonas fluorescens,NRPS,14,0.5430740037950664,0.8377609108159393,0.6662239089184061
BGC0002462,Streptomyces kaniharaensis,other,7,0.15635673624288426,0.8375711574952562,0.6003795066413662
BGC0002561,Streptomyces sp.,other,16,0.15313092979127135,0.8375711574952562,0.5193548387096774
BGC0001088,Xanthomonas albilineans,hybrid,20,0.7764705882352941,0.8373814041745731,0.7451612903225806
BGC0001397,Streptomyces globisporus C-1027,hybrid,58,0.9204933586337761,0.8373814041745731,0.02333965844402277
BGC0001554,Methanosarcina barkeri str. Fusaro,other,5,0.11537001897533207,0.8368121442125237,0.971157495256167
BGC0000872,Streptomyces sp. SANK 60405,other,29,0.7867172675521822,0.8366223908918407,0.22580645161290322
BGC0000265,Streptomyces purpurascens,PKS,12,0.16280834914611006,0.8360531309297913,0.15502846299810247
BGC0002042,Streptomyces venezuelae,NRPS,22,0.4146110056925996,0.8360531309297913,0.2366223908918406
BGC0001440,Kitasatospora cystarginea,other,10,0.36413662239089184,0.8360531309297913,0.2618595825426945
