rank,bgc_id,organism,biosynth_class,novelty,knn_mean_dist,nearest_dist,nearest_mibig,neighbor_class,compounds,n_genes
173,BGC0001054,Xenorhabdus nematophila ATCC 19061,hybrid,0.9386091995653749,14.04863109588623,12.955527305603027,BGC0002114,hybrid,xenocoumacin 1;xenocoumacin II,14
174,BGC0002087,Burkholderia gladioli 238,hybrid,0.9384281057587831,14.074164199829102,12.644258499145508,BGC0002083,PKS,gladiostatin A,32
175,BGC0002379,Pseudomonas sp. RtIB026,NRPS,0.9382470119521913,14.196824073791504,13.762969017028809,BGC0000419,NRPS,MA026,77
176,BGC0001358,Purpureocillium lilacinum,hybrid,0.9380659181455995,14.311625862121582,14.143553733825684,BGC0000452,NRPS,leucinostatin A;leucinostatin B,20
177,BGC0001522,Streptomyces filamentosus,PKS,0.9380659181455995,13.701935386657714,12.336956977844238,BGC0002349,PKS,auroramycin,67
178,BGC0001344,Cystobacter sp. SBCb004,hybrid,0.9367982614994568,13.486981773376465,10.57824993133545,BGC0001053,hybrid,tubulysin A;tubulysin B;tubulysin C;tubulysin D;tubulysin E;tubulysin F;tubulysin G;tubulysin H;tubulysin I,17
179,BGC0002055,sponge metagenome,hybrid,0.936617167692865,13.306020545959473,11.865102767944336,BGC0000172,PKS,mycalamide A,20
180,BGC0002109,Kitasatospora sp.,NRPS,0.935530604853314,13.404280090332032,9.672292709350586,BGC0000429,hybrid,kitacinnamycin A;kitacinnamycin B;kitacinnamycin C;kitacinnamycin D;kitacinnamycin E;kitacinnamycin F,42
181,BGC0002083,Burkholderia gladioli,PKS,0.9333574791742122,13.49789047241211,12.644258499145508,BGC0002087,hybrid,gladiofungin A;gladiofungin B,12
182,BGC0000341,Streptomyces fungicidicus,NRPS,0.9326331039478449,13.217106819152832,11.2470121383667,BGC0000425,NRPS,enduracidin A;enduracidin B,48
183,BGC0001094,Burkholderia ambifaria AMMD,hybrid,0.9322709163346613,13.631409072875977,12.287324905395508,BGC0001022,hybrid,enacyloxin IIa,24
184,BGC0001662,Kitasatospora mediocidica,PKS,0.9320898225280696,12.206035041809082,7.475756645202637,BGC0002357,PKS,mediomycin A,25
185,BGC0002374,Streptomyces sp.,PKS,0.9317276349148859,12.908237266540528,11.520626068115234,BGC0002153,PKS,pulvomycin B;pulvomycin C;pulvomycin D,35
186,BGC0000084,Streptomyces sp. CS684,PKS,0.931546541108294,13.53649082183838,13.199146270751953,BGC0001204,PKS,laidlomycin,32
187,BGC0002411,Rivularia sp. PCC 7116,hybrid,0.9313654473017022,13.265600204467773,10.928476333618164,BGC0002329,NRPS,cyanochelin A,11
188,BGC0001394,Myxococcus stipitatus DSM 14675,hybrid,0.9310032596885186,13.141914749145508,12.023980140686035,BGC0001332,hybrid,phenalamide A2,12
189,BGC0000954,Chondromyces crocatus,hybrid,0.9310032596885186,13.032904624938965,9.327021598815918,BGC0001737,hybrid,ajudazol A,13
190,BGC0001653,Microbispora sp. GMKU363,PKS,0.9308221658819268,13.509891319274903,12.958148956298828,BGC0002673,PKS,linfuranone B;linfuranone C,16
191,BGC0001452,Streptomyces sp. CS149,PKS,0.930641072075335,13.527565574645996,13.146310806274414,BGC0001013,hybrid,sipanmycin,36
192,BGC0002556,Streptomyces sp.,other,0.9302788844621513,12.850279903411865,7.732879161834717,BGC0001988,PKS,cervinomycin B3;cervinomycin C1;cervinomycin C2;cervinomycin C3;cervinomycin C4,40
193,BGC0000023,Stigmatella aurantiaca DW4/3-1,PKS,0.9302788844621513,13.515810203552245,12.905603408813477,BGC0000001,PKS,aurafuron A,14
194,BGC0001069,Sorangium cellulosum,hybrid,0.9300977906555595,13.16021900177002,11.843669891357422,BGC0002455,PKS,chivosazol,9
195,BGC0000429,Streptomyces sp. Acta 2897,hybrid,0.9291923216226005,12.963694763183593,9.672292709350586,BGC0002109,NRPS,skyllamycin A;skyllamycin B,49
196,BGC0000986,Stigmatella aurantiaca DW4/3-1,hybrid,0.9290112278160086,13.201447868347168,12.348995208740234,BGC0000988,hybrid,dkxanthene 530;dkxanthene 556;dkxanthene;dkxanthene 504;dkxanthene 508;dkxanthene 518;dkxanthene 520;dkxanthene 534;dkxanthene 544;dkxanthene 548,17
197,BGC0002118,Candidatus Synoicihabitans palmerolidicus,hybrid,0.9288301340094169,12.220089054107666,6.426720142364502,BGC0002119,hybrid,palmerolide A;palmerolide B;palmerolide C;palmerolide F;palmerolide G,32
198,BGC0002451,Streptomyces sp.,PKS,0.9282868525896414,12.493833923339844,10.852478981018066,BGC0001091,hybrid,inthomycin B,11
199,BGC0000218,Streptomyces peucetius,PKS,0.9262948207171314,12.368595314025878,10.04262638092041,BGC0000272,PKS,doxorubicin,9
200,BGC0001008,Actinomadura madurae,PKS,0.9262948207171314,13.054619598388673,12.021159172058105,BGC0001503,PKS,maduropeptin,43
201,BGC0001110,uncultured bacterium psy1,hybrid,0.9255704454907642,13.125226020812988,12.624212265014648,BGC0000173,PKS,psymberin;irciniastatin B,19
202,BGC0002579,Carnobacterium maltaromaticum,RiPP,0.9252082578775805,13.125164413452149,12.51618766784668,BGC0002330,RiPP,carnobacteriocin XY,9
203,BGC0001397,Streptomyces globisporus C-1027,hybrid,0.9252082578775805,12.897359848022461,12.202232360839844,BGC0002100,NRPS,lidamycin,58
204,BGC0001503,Amycolatopsis sp.,PKS,0.9241216950380297,12.915130233764648,12.021159172058105,BGC0001008,PKS,amycolamycin A;amycolamycin B,70
205,BGC0002114,Sandaracinus sp. MSr10575,hybrid,0.9235784136182542,13.014003944396972,12.872678756713867,BGC0001212,hybrid,sandarazol A;sandarazol C;sandarazol E;sandarazol G;sandarazol B;sandarazol D;sandarazol F;Sandarazol A;Sandarazol B;Sandarazol E,16
206,BGC0000136,Amycolatopsis mediterranei S699,PKS,0.9233973198116624,13.16027660369873,13.026209831237793,BGC0001342,hybrid,rifamycin,64
207,BGC0001885,Streptomyces sp. NRRL F-4335,hybrid,0.9232162260050706,12.311592102050781,10.79793643951416,BGC0001751,hybrid,oxazolepoxidomycin A,15
208,BGC0000165,Dactylosporangium aurantiacum subsp. hamdenensis,PKS,0.9226729445852951,12.890789985656738,11.937524795532227,BGC0000040,PKS,tiacumicin B,31
209,BGC0001373,Sordaria araneosa,PKS,0.9219485693589279,12.90560417175293,12.168706893920898,BGC0001706,terpene,sordarin,34
210,BGC0000177,Streptomyces platensis subsp. rosaceus,PKS,0.9217674755523361,12.201584815979004,7.070770263671875,BGC0000083,PKS,iso-migrastatin;migrastatin;dorrigocin A;dorrigocin B;13-epi-dorrigocin A,11
211,BGC0000419,Amycolatopsis japonica,NRPS,0.9217674755523361,12.855066871643066,12.477737426757812,BGC0000300,NRPS,ristomycin A,39
212,BGC0002376,Streptomyces sp.,PKS,0.9214052879391524,12.582226181030274,10.468302726745605,BGC0002517,PKS,bombyxamycin A;bombyxamycin B,52
213,BGC0002806,Pseudomonas baetica a390,hybrid,0.9204998189061934,12.8447114944458,12.028040885925293,BGC0001520,PKS,oximidine I;17Z-oximidine III;oximidine IV;oximidine V;deoxy-oximidine,30
214,BGC0000380,Sorangium cellulosum,hybrid,0.9204998189061934,12.759381103515626,11.941658973693848,BGC0001941,PKS,Leupyrrin A1;Leupyrrin A2;Leupyrrin B1;Leupyrrin B2;Leupyrrin C;Leupyrrin D,35
215,BGC0000242,Streptomyces tendae,PKS,0.9204998189061934,12.393661499023438,11.35417366027832,BGC0001783,other,lysolipin I,46
216,BGC0001611,Streptomyces sp. CB01883,PKS,0.9204998189061934,12.54297695159912,11.107083320617676,BGC0000185,PKS,guangnanmycin,28
217,BGC0001991,Methylorubrum extorquens AM1,PKS,0.9197754436798261,12.646895790100098,12.023425102233887,BGC0002434,hybrid,toblerol A;toblerol B;toblerol C;toblerol D;toblerol E;toblerol F;toblerol G;toblerol H,11
218,BGC0000179,Sorangium cellulosum So ce56,PKS,0.9194132560666425,12.165235900878907,10.051379203796387,BGC0000178,PKS,etnangien,16
219,BGC0001040,Streptomyces rapamycinicus NRRL 5491,hybrid,0.9192321622600507,12.724968147277831,11.688258171081543,BGC0002038,PKS,rapamycin,28
220,BGC0000376,Streptomyces sp. Sp080513GE-23,NRPS,0.9190510684534589,12.64851245880127,12.270270347595215,BGC0000653,terpene,JBIR-34;JBIR-35,24
221,BGC0001112,Paraburkholderia rhizoxinica,hybrid,0.918869974646867,12.1931583404541,11.387537956237793,BGC0002153,PKS,rhizoxin A,9
222,BGC0002395,Hordeum vulgare subsp. vulgare,terpene,0.9185077870336834,12.148331642150879,9.462126731872559,BGC0002393,terpene,hordediene;11-hydroxy-hordetriene;hordetriene,14
223,BGC0003117,Myxococcus fulvus Mx f50,hybrid,0.9185077870336834,12.864960670471191,12.585948944091797,BGC0002082,hybrid,Myxopyronin A,13
224,BGC0001433,Streptomyces argillaceus,PKS,0.9183266932270916,12.602098274230958,12.161711692810059,BGC0001296,PKS,argimycin PI;argimycin PII;nigrifactin;argimycin PIV;argimycin PV;argimycin PVI;argimycin PIX,37
225,BGC0002455,Burkholderia gladioli,PKS,0.9181455994204998,12.388606452941895,11.464106559753418,BGC0001112,hybrid,lagriene,46
226,BGC0001835,Gynuella sunshinyii YC6258,PKS,0.9181455994204998,12.343088912963868,10.492828369140625,BGC0001520,PKS,gynuellalide,16
227,BGC0002497,Streptomyces sp.,other,0.9176023180007243,12.698340225219727,12.199201583862305,BGC0000058,PKS,hexacosalactone A,44
228,BGC0000052,Streptomyces aizunensis,PKS,0.9170590365809489,11.684852981567383,10.211142539978027,BGC0001662,PKS,ECO-02301,28
229,BGC0002082,Stappia indica,hybrid,0.9170590365809489,12.44403896331787,11.863665580749512,BGC0001099,hybrid,sesbanimide C;sesbanimide F;sesbanimide E,20
230,BGC0002666,Streptomyces sp. MA37,NRPS,0.9166968489677653,12.707831001281738,12.518638610839844,BGC0002339,terpene,Legonmycin A;Legonmycin B;Legonindolizine A;Legonindolizine B,25
231,BGC0000069,Archangium violaceum Cb vi76,PKS,0.9166968489677653,12.661826896667481,12.286894798278809,BGC0000975,hybrid,gephyronic acid,21
232,BGC0001667,Fischerella sp. CENA161,hybrid,0.9166968489677653,11.742949676513671,8.384984970092773,BGC0001016,hybrid,microcystin-LR;microcystin-FR;microcystin-LA;microcystin-LAba;microcystin-LM;microcystin-LV;microcystin-LL,10
233,BGC0001853,Streptomyces argillaceus,hybrid,0.9161535675479898,12.00699520111084,11.110430717468262,BGC0000185,PKS,Largimycin A1;Largimycin A2;Largimycin A3,35
234,BGC0001044,Leptosphaeria maculans,NRPS,0.915972473741398,12.53458194732666,12.066448211669922,BGC0002588,other,sirodesmin PL,18
235,BGC0002308,Streptomyces sp.,PKS,0.9157913799348062,11.789756393432617,8.157134056091309,BGC0001649,PKS,camporidine A;camporidine B,20
236,BGC0000054,Aeromicrobium erythreum,PKS,0.9154291923216226,12.31304931640625,10.801446914672852,BGC0001875,PKS,erythromycin,31
237,BGC0001477,Streptomyces sp. ID38640,hybrid,0.9143426294820717,12.501080894470215,11.076608657836914,BGC0002523,NRPS,lydicamycin,25
238,BGC0000020,Actinosynnema pretiosum subsp. auranticum,PKS,0.9134371604491126,12.239193725585938,10.921594619750977,BGC0001819,PKS,maytansine;ansamitocin P-3,41
239,BGC0000418,Amycolatopsis lurida,NRPS,0.9127127852227453,11.27877311706543,8.630698204040527,BGC0000311,NRPS,Ristocetin A;Desmethyl ristocetin A;Ristocetin B;Desmethyl ristocetin B,39
240,BGC0000441,Actinoplanes teichomyceticus,NRPS,0.9125316914161535,11.384367942810059,9.261251449584961,BGC0000455,NRPS,teicoplanin,49
241,BGC0001032,Serratia plymuthica,hybrid,0.9119884099963781,11.068106555938721,4.192294597625732,BGC0001031,hybrid,oocydin A,23
242,BGC0001303,Micromonospora sp. RL09-050-HVF-A,PKS,0.9114451285766026,12.18152904510498,11.162422180175781,BGC0001755,PKS,lobosamide A;lobosamide B;lobosamide C,46
243,BGC0001031,Serratia marcescens,hybrid,0.9112640347700108,11.046954822540282,4.192294597625732,BGC0001032,hybrid,oocydin A,23
244,BGC0001299,Sorangium cellulosum,PKS,0.9107207533502354,11.829063224792481,8.829285621643066,BGC0001300,PKS,chlorotonil A,19
245,BGC0001300,Streptomyces sp. CNH365,PKS,0.9107207533502354,11.861164855957032,8.829285621643066,BGC0001299,PKS,anthracimycin,15
246,BGC0000995,Pseudomonas sp. 2663,hybrid,0.91017747193046,11.866307640075684,10.326542854309082,BGC0001383,PKS,FR901464,20
247,BGC0000106,Streptomyces sp. CS,PKS,0.9089098152843172,11.948358917236328,10.618375778198242,BGC0001755,PKS,naphthomycin A,32
248,BGC0002019,Streptomyces sp. CB03234,terpene,0.9080043462513582,11.893595123291016,10.043046951293945,BGC0002181,terpene,tiancilactone A;tiancilactone B;tiancilactone C;tiancilactone D;tiancilactone E;tiancilactone F;tiancilactone G;tiancilactone H,23
249,BGC0003027,Streptomyces sp. 71268,PKS,0.9076421586381745,11.993243408203124,11.320320129394531,BGC0001099,hybrid,Marinomycin A;Marinomycin B;Marinomycin C;Marinomycin D,40
250,BGC0002441,Streptomyces sp. SANK 60404,hybrid,0.9076421586381745,11.78514060974121,9.380191802978516,BGC0002869,PKS,"(2E,4E,6E,8E)-N-(2-hydroxy-5-oxocyclopent-1-en-1-yl)-9-(o-tolyl)nona-2,4,6,8-tetraenamide;(E)-N-(2-hydroxy-5-oxocyclopent-1-en-1-yl)-5-(o-tolyl)pent-4-enamide",31
251,BGC0000951,Streptomyces coeruleorubidus,NRPS,0.9074610648315827,12.13753547668457,11.863795280456543,BGC0002588,other,pacidamycin 1;pacidamycin 2;pacidamycin 3;pacidamycin 4;pacidamycin 5;pacidamycin 6;pacidamycin 7;pacidamycin D,22
252,BGC0002541,Streptomyces sp.,other,0.9069177834118073,11.83929386138916,11.275354385375977,BGC0001709,PKS,notonesomycin A,59
253,BGC0001751,Pyxidicoccus sp. MCy9557,hybrid,0.9067366896052155,11.827475929260254,10.79793643951416,BGC0001885,hybrid,pyxipyrrolone A;pyxipyrrolone B,27
254,BGC0002815,Acanthopleuribacter pedis KCTC 12899,hybrid,0.9065555957986237,11.909902381896973,10.866180419921875,BGC0001451,NRPS,acidobactamide A;acidobactamide B;acidobactamide C,13
255,BGC0000233,Streptomyces griseoruber,PKS,0.9065555957986237,12.153705215454101,11.641637802124023,BGC0000210,PKS,hedamycin,32
256,BGC0000092,Micromonospora megalomicea subsp. nigra,PKS,0.9063745019920318,12.088351631164551,11.775437355041504,BGC0001694,PKS,megalomicin A;megalomicin B;megalomicin C1;megalomicin C2,19
257,BGC0000109,Streptomyces cyaneogriseus subsp. noncyanogenus,PKS,0.9063745019920318,12.11264762878418,11.481505393981934,BGC0000117,PKS,LL-F28249α,12
258,BGC0000153,Stigmatella aurantiaca Sg a15,hybrid,0.90619340818544,10.886218166351318,6.128873348236084,BGC0001165,hybrid,stigmatellin,20
259,BGC0001015,Planktothrix agardhii NIVA-CYA 126/8,hybrid,0.90619340818544,11.724426078796387,8.040665626525879,BGC0002297,hybrid,microcystin,9
260,BGC0001773,Pseudonocardia sp. HH130630-07,PKS,0.9060123143788482,11.545477294921875,8.331393241882324,BGC0001004,PKS,selvamicin,29
261,BGC0000147,Sorangium cellulosum,PKS,0.9056501267656646,11.908338928222657,11.340391159057617,BGC0001495,PKS,soraphen A,13
262,BGC0002950,Aetokthonos hydrillicola Thurmond2011,hybrid,0.9051068453458891,11.970236206054688,10.855866432189941,BGC0002912,NRPS,aetokthonostatin;monomethylaetokthonostatin;desaetophenineaetokthonostatin,12
263,BGC0002452,Streptomyces kitasatoensis,PKS,0.9049257515392973,11.766644477844238,10.6046724319458,BGC0002024,PKS,leucomycin,51
264,BGC0000159,Streptomyces spiroverticillatus,PKS,0.9040202825063383,11.380195617675781,9.12690258026123,BGC0000158,PKS,tautomycin,29
265,BGC0001017,Microcystis aeruginosa PCC 7806,hybrid,0.9038391886997464,9.996800804138184,3.5365514755249023,BGC0001705,hybrid,microcystin LR,17
266,BGC0001034,Sorangium cellulosum,hybrid,0.9036580948931546,11.488803672790528,10.25134563446045,BGC0000988,hybrid,pellasoren;pellasoren B,12
267,BGC0002059,Xanthomonas cannabis pv. cannabis,hybrid,0.9034770010865628,11.432460021972656,9.742416381835938,BGC0001031,hybrid,spliceostatin L;spliceostatin M,16
268,BGC0001416,Pseudomonas sp. In5,NRPS,0.903295907279971,11.677620697021485,10.44040298461914,BGC0000438,NRPS,nunapeptin;nunamycin,14
269,BGC0001785,Streptomyces spectabilis,PKS,0.9029337196667874,11.819861793518067,11.30081844329834,BGC0002540,PKS,streptovaricin,41
270,BGC0000097,Streptomyces sp. MP39-85,PKS,0.9025715320536037,10.56845121383667,3.506950855255127,BGC0000029,PKS,ML-449,24
271,BGC0001016,Anabaena sp. 90,hybrid,0.9025715320536037,10.21650733947754,6.857178688049316,BGC0001017,hybrid,microcystin,13
272,BGC0000970,Chondromyces crocatus,hybrid,0.9023904382470119,11.310285377502442,9.229874610900879,BGC0001737,hybrid,chondrochloren A,18
273,BGC0000172,Brevibacillus laterosporus PE36,PKS,0.9023904382470119,11.966094398498536,11.865102767944336,BGC0002055,hybrid,Basiliskamide A;Basiliskamide B,22
274,BGC0000149,Sorangium cellulosum,PKS,0.9023904382470119,11.84488525390625,11.436544418334961,BGC0000058,PKS,spirangien O,13
275,BGC0001019,Sorangium cellulosum,hybrid,0.9020282506338283,11.010044860839844,9.390562057495117,BGC0001231,hybrid,microsclerodermin M,11
276,BGC0001089,Bacillus velezensis FZB42,hybrid,0.9020282506338283,11.482963371276856,9.35376262664795,BGC0000178,PKS,bacillaene,14
277,BGC0000981,Aphanizomenon sp. 10E6,hybrid,0.9016660630206447,11.834553146362305,11.595040321350098,BGC0000969,hybrid,cylindrospermopsin,25
278,BGC0001584,Streptomyces sp. CB02366,PKS,0.9007605939876856,11.704695510864259,11.07612419128418,BGC0000965,PKS,C-1027,56
279,BGC0001520,Bacillus subtilis,PKS,0.9005795001810938,10.944398498535156,7.702090263366699,BGC0000173,PKS,aurantinin B;aurantinin C;aurantinin D,28
280,BGC0002128,Streptomyces coelicolor A3(2),other,0.9005795001810938,11.837720680236817,11.713226318359375,BGC0001445,hybrid,5-dimethylallylindole-3-acetonitrile,9
281,BGC0001105,Uncultured bacterium,hybrid,0.900398406374502,11.352797889709473,9.828039169311523,BGC0002460,other,onnamide A,10
282,BGC0000974,Chondromyces crocatus,hybrid,0.8993118435349511,11.392230987548828,10.40050220489502,BGC0000988,hybrid,crocacin,21
283,BGC0001988,Aspergillus novofumigatus IBT 16806,PKS,0.8982252806954002,11.220818042755127,7.732879161834717,BGC0002556,other,neosartorin,19
284,BGC0001519,Streptomyces aurantiacus JA 4570,hybrid,0.8980441868888084,11.630968475341797,10.876626968383789,BGC0002107,hybrid,aurantimycin A,34
285,BGC0002550,Streptomyces olivaceus,PKS,0.8976819992756248,11.060255432128907,6.901211738586426,BGC0001004,PKS,lobophorin CR4,40
286,BGC0000978,Cylindrospermopsis raciborskii AWT205,hybrid,0.8976819992756248,11.348652839660645,9.443860054016113,BGC0000970,hybrid,cylindrospermopsin,14
287,BGC0002816,Nocardia terpenica AUSMDU00012715,PKS,0.8975009054690329,11.390026092529297,10.31808853149414,BGC0000059,PKS,terpenomycin,18
288,BGC0000178,Chitinophaga sancti,PKS,0.8971387178558493,11.27104434967041,9.35376262664795,BGC0001089,hybrid,elansolid A1,20
289,BGC0001231,Jahnella sp. MSr9139,hybrid,0.8967765302426657,11.085384559631347,9.390562057495117,BGC0001019,hybrid,microsclerodermin,14
290,BGC0003070,Streptomyces sp. JJC13,PKS,0.8965954364360739,11.511306381225586,11.304437637329102,BGC0002097,hybrid,Jejucarboside A,32
291,BGC0002001,Azotobacter chroococcum NCIMB 8003,hybrid,0.896414342629482,11.477712821960449,10.929245948791504,BGC0000984,hybrid,crochelin A,25
292,BGC0002572,Nostoc sp. UHCC 0702,hybrid,0.8958710612097066,11.28033676147461,9.8302583694458,BGC0001641,NRPS,heinamide A1;heinamide A2;heinamide A3;heinamide B1;heinamide B2;heinamide B3;heinamide B4;heinamide B5,11
293,BGC0000029,Streptomyces sp. DSM 21069,PKS,0.895508873596523,10.476982402801514,3.506950855255127,BGC0000097,PKS,BE-14106,28
294,BGC0002127,Streptomyces coelicolor A3(2),PKS,0.8953277797899312,10.893547630310058,8.043259620666504,BGC0000660,terpene,"flaviolin;1,3,6,8-tetrahydroxynaphthalene",3
295,BGC0001212,Nannocystis sp. MB1016,hybrid,0.8951466859833394,11.106536865234375,8.260388374328613,BGC0000969,hybrid,nannocystin a,14
296,BGC0001033,Paenibacillus larvae subsp. larvae DSM 25430,hybrid,0.8949655921767475,11.176294136047364,10.061322212219238,BGC0001130,hybrid,paenilamicin;paenilamicin A2;paenilamicin B1;paenilamicin B2,14
297,BGC0001705,Nostoc sp. CENA543,hybrid,0.8942412169503803,9.788003158569335,3.5365514755249023,BGC0001017,hybrid,nodularin,9
298,BGC0001042,Streptomyces flaveolus,hybrid,0.8938790293371967,11.092154502868652,10.393911361694336,BGC0001204,PKS,sanglifehrin A,44
299,BGC0000965,Streptomyces globisporus,PKS,0.8931546541108294,11.281338882446288,10.579297065734863,BGC0002438,other,C-1027,66
300,BGC0001666,Micromonospora sp. HK160111,PKS,0.892611372691054,11.32109432220459,10.465069770812988,BGC0001649,PKS,microansamycin A;microansamycin B;microansamycin C;microansamycin D;microansamycin E;microansamycin F;microansamycin G;microansamycin H;microansamycin I,27
